iteration,total_loss
19,1.1542493179440498
39,1.3624511882662773
59,1.551585003733635
79,1.3566694781184196
99,1.4447304047644138
119,1.1481719054281712
139,1.0766382431611419
159,1.380932541564107
179,1.7908645570278168
199,1.3964680805802345
219,1.3861652053892612
239,1.1861062496900558
259,1.2073120176792145
279,1.3462675213813782
299,1.3759036548435688
319,1.2680149711668491
339,1.4035228341817856
359,1.4712374061346054
379,1.2505607977509499
399,0.9944960838183761
419,1.3157292753458023
439,1.2370539046823978
459,1.0165483430027962
479,1.268640086054802
499,1.0756298787891865
519,1.1485150754451752
539,1.2032799050211906
559,0.8410205282270908
579,1.0528878271579742
599,0.9908299930393696
619,1.1796305179595947
639,1.2276187613606453
659,0.8601212650537491
679,1.0896665826439857
699,1.0688861384987831
719,1.1185328885912895
739,0.9674855470657349
759,1.1470593735575676
779,0.9591281395405531
799,0.9489853903651237
819,1.0869467239826918
839,1.0074430610984564
859,1.0105427131056786
879,0.8189555089920759
899,0.8827479109168053
919,1.013891812413931
939,0.969854399561882
959,0.9064051881432533
979,0.965257378295064
999,0.8905886337161064
1019,0.8433667570352554
1039,0.7645628452301025
1059,1.0409698784351349
1079,0.9787643030285835
1099,0.8709971867501736
1119,0.942412257194519
1139,0.928142137825489
1159,0.7404742576181889
1179,0.7715400382876396
1199,1.002988651394844
1219,0.7514183595776558
1239,1.0431225672364235
1259,0.7973584160208702
1279,0.9731214009225368
1299,0.6580606307834387
1319,0.8455002754926682
1339,0.7083105519413948
1359,0.7816746681928635
1379,1.0858450178056955
1399,0.827812559902668
1419,0.8232147097587585
1439,0.565291166305542
1459,0.7677162066102028
1479,0.617276169359684
1499,0.6933890357613564
1519,0.7367133162915707
1539,0.7480661012232304
1559,0.5037539526820183
1579,0.5143137909471989
1599,0.6198160704225302
1619,0.6432673409581184
1639,0.5957602635025978
1659,0.6790561676025391
1679,0.5138621442019939
1699,0.7799809761345387
1719,0.42810145020484924
1739,0.5350138023495674
1759,0.6843795627355576
1779,0.6439335290342569
1799,0.732248455286026
1819,0.6687275264412165
1839,0.6165254265069962
1859,0.6664964929223061
1879,0.7477519661188126
1899,0.5088213495910168
1919,0.6675983890891075
1939,0.7488807365298271
1959,0.6144715957343578
1979,0.5403371304273605
1999,0.7346528619527817
2019,0.5621241480112076
2039,0.5949416756629944
2059,0.5411614179611206
2079,0.4664156474173069
2099,0.6064418032765388
2119,0.6690071821212769
2139,0.5491450764238834
2159,0.4316742606461048
2179,0.6906235218048096
2199,0.5644873343408108
2219,0.660548247396946
2239,0.6298510655760765
2259,0.5964846760034561
2279,0.5475390702486038
2299,0.4730125218629837
2319,0.5108464900404215
2339,0.5793463476002216
2359,0.7245988249778748
2379,0.5095564126968384
2399,0.5752042569220066
2419,0.5340682603418827
2439,0.6161629185080528
2459,0.6134971678256989
2479,0.49156609177589417
2499,0.5452670902013779
2519,0.5608334392309189
2539,0.6522916816174984
2559,0.5116946846246719
2579,0.510809862986207
2599,0.45393187552690506
2619,0.5633797980844975
2639,0.5567875001579523
2659,0.528285451233387
2679,0.6721315979957581
2699,0.4531555585563183
2719,0.634889904409647
2739,0.5756355598568916
2759,0.5059744194149971
2779,0.5644187852740288
2799,0.6212893426418304
2819,0.5969644114375114
2839,0.41013094782829285
2859,0.5234967991709709
2879,0.4661553278565407
2899,0.5947982743382454
2919,0.5927412137389183
2939,0.6110103279352188
2959,0.4228287022560835
2979,0.5575766637921333
2999,0.5964608788490295
3019,0.5312237441539764
3039,0.529013616964221
3059,0.5462971702218056
3079,0.5688104629516602
3099,0.5162348598241806
3119,0.5488651767373085
3139,0.8312350586056709
3159,0.5459440536797047
3179,0.5832175686955452
3199,0.569483682513237
3219,0.5730072110891342
3239,0.5939662232995033
3259,0.6097404956817627
3279,0.399308018386364
3299,0.47912294790148735
3319,0.46411681547760963
3339,0.5645523443818092
3359,0.3854863829910755
3379,0.5880453288555145
3399,0.4595877677202225
3419,0.5235265325754881
3439,0.5519928634166718
3459,0.4174273833632469
3479,0.5005115456879139
3499,0.5822097361087799
3519,0.30732957646250725
3539,0.6017997041344643
3559,0.47596418112516403
3579,0.49767787754535675
3599,0.4129546135663986
3619,0.54328653216362
3639,0.5166478455066681
3659,0.5129633247852325
3679,0.506489485502243
3699,0.4401421546936035
3719,0.5187836140394211
3739,0.5682372078299522
3759,0.531799741089344
3779,0.4239933528006077
3799,0.5868249014019966
3819,0.5449595153331757
3839,0.47690778970718384
3859,0.4668618608266115
3879,0.46834150701761246
3899,0.5555601231753826
3919,0.4337182603776455
3939,0.5643318518996239
3959,0.7715520672500134
3979,0.48799046128988266
3999,0.6150802373886108
4019,0.5714056938886642
4039,0.5388620495796204
4059,0.4210897907614708
4079,0.48260980658233166
4099,0.5110229402780533
4119,0.3878024183213711
4139,0.5468651056289673
4159,0.48895420506596565
4179,0.6142565477639437
4199,0.35007694736123085
4219,0.49175710044801235
4239,0.4338282570242882
4259,0.40305836871266365
4279,0.41589269042015076
4299,0.458465363830328
4319,0.42654074635356665
4339,0.4649545028805733
4359,0.5105793066322803
4379,0.45784658566117287
4399,0.3690163679420948
4419,0.5107281655073166
4439,0.5528127402067184
4459,0.44451433792710304
4479,0.47806141898036003
4499,0.4753829687833786
4519,0.40906280651688576
4539,0.5127891469746828
4559,0.40567562729120255
4579,0.4879985451698303
4599,0.44622378423810005
4619,0.4960519149899483
4639,0.36957455053925514
4659,0.36747193057090044
4679,0.3698313683271408
4699,0.47758426889777184
4719,0.4827403537929058
4739,0.4128064960241318
4759,0.5325863659381866
4779,0.5061747506260872
4799,0.46392084285616875
4819,0.5135342013090849
4839,0.4815463125705719
4859,0.42735104262828827
4879,0.43375925719738007
4899,0.44452201947569847
4919,0.4838417209684849
4939,0.5723870322108269
4959,0.44071420282125473
4979,0.514513872563839
4999,0.5244606472551823
5019,0.4345657378435135
5039,0.32102156057953835
